Casenumer,Jurisdiction,Question,Summary
462261,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Ik heb een appartement gekocht en nu blijkt dat hier direct naast een nieuw gebouw wordt gebouwd, dit gaat twee jaar duren en hier was mij bij de verkoop NIETS van verteld, als ik dit had geweten, dan had ik dit appartement niet gekocht."
462268,Alimentatiezaken - Alimentatie,Reactie via formulier op jurofoon.nl,"Goededag,  Ik ben gescheiden heb 2 kinderen 1 Dochter van 14 jaar en Zoon van 11 jaar ik betaal per maand voor de 2 kinderen €504,50 kinderalimentatie, mijnzoon rijdt een veels te kleine fiets en die kapot is, mijn ex, weigert een nieuwe te kopen, hij krijgt hem pas als hij jarig is 4 Maart 2012, dat duurt gewoon nog veels te lang, contact met mijn ex,.is er alleen via de mail!!, ik heb haar nu gemaild dat hij Sept.2011 een nieuwe heeft, zoniet dan regel ik het, en is de rekening voor mijn ex, ik betaal niet voor niks kinderalimentatie!!, ik zou graag willen weten hoe sta ik in mijn recht om dat te doen?, of weet u een andere oplossing?, want ik ga dit niet zelf bekostigen!! ik betaal niet voor niks elke maand veel kinderalimentatie!    M.Vr. Gr.    J.Paauwe"
462291,Strafrecht - (overig),Reactie via formulier op jurofoon.nl,"3 personen, gezamenlijke boete gekregen van 1729,28, 1e betaling niet kunnen voldoen, 2e verhoogde betaling is betaald geworden door 2 personen, andere persoon regeling getroffen, 2 personen die betaald hebben hebben wel aanmaning gekregen"
462297,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,Ben ik verplicht advieskosten te betalen als ik afzie van een lening?
462302,Personen- en familierecht - Erfrecht,Reactie via formulier op jurofoon.nl,Kan ik nu mijn legitieme portie opeisen van mijn overleden tante ?  mijn oom haar man is imiddels januarie j.l. overleden samen hadden zij geen kinderen en geen broer of zussen meer
462314,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Wie is de eigenaar van het pad, die recht van overpad geeft?"
462322,Personen- en familierecht - (overig),Reactie via formulier op jurofoon.nl,"ik lig in scheiding met mij ex partner (samenlevingscontract) en er zijn 2 kinderen bij betrokken (3 en 7 jr). We lopen nu bij mediation maar dat gaat hem niet worden, dat weet ik nu al. Maar dat is een volgende stap.    Probleem is dat er op mijn naam een auto staat die van HAAR zwager is. Ik heb al paar maal vriendelijk gevraagd of hij deze op zijn eigen naam wil zetten. Doet hij dus niet zolang ik en mijn ex het financieel goed hebben afgehandeld. Dreigt ook met ""vergeet jij je boetes niet te betalen"". De eigendoms papieren heeft hij thuis.  Hoe kan ik die auto en de papieren bij mij krijgen en wat zijn mijn rechten hierin."
462350,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Bij mijn ouders is ingebroken. Daarbij zijn bankpassen meegenomen, en de bijbehorende pincodes hebben ze uit de kluis gehaald die ze hebben opengebroken. De pincodes stonden op de originele briefjes van de bank. Mijn ouders en ik hebben ieder apart aangifte gedaan bij de bank (we zitten beiden bij de ING) voor geleden schade. Ik kreeg meteen een afwijzing omdat ik volgens de bank de pincode nooit, ook niet in een kluis, op het originele briefje mocht bewaren. Mijn ouders hebben hetzelfde ingevuld op de aangifte en kregen als antwoord een vraag ter verduidelijking: Was de code versleuteld? Op advies van een bankmedewerker hebben ze ""ja"" geantwoord en nu hebben zij het geld terug. Mijn vraag is wat ik nu het beste kan doen?   Groet, Jaap"
462352,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Ik heb ongewild een abonnement genomen op beltonen op mijn mobiele telefoon. Het ging sneaky: ik heb nooit wat getekend, nooit info gekregen over de kosten. Die blijken 50 euro per week te zijn!  Volgens mijn provider die de kosten in rekening brengt, is mijn leverancier CM Telecom.  Ik heb het abonnement inmiddels gecanceld, maar er zijn al een keer 50 euro van mijn rekening afgeschreven.  Hoe kan ik die terugkrijgen?"
462426,Aansprakelijkheidsrecht - (overig),Reactie via formulier op jurofoon.nl,Mijn camera is op vakantie in Spanje gestolen uit een huurauto. Kan ik de autoverhuurmaatschappij aansprakelijk stellen?
462430,Aansprakelijkheidsrecht - (overig),Reactie via formulier op jurofoon.nl,In het onderzoeksrapport is aangegeven dat het dakleer van het balkon aan vervanging toe was met een hoge prioriteit. Er is geen lekkage vermeld. Dit rapport is echter in begin mei gemaakt. Nu hebben wij het huis net een week gekocht en nu blijkt het op de betreffende plek te lekken. Kan de verkoper hier nog aansprakelijk voor worden gesteld aangezien de lekkage blijkbaar in de tijd tussen het onderzoek en de verkoop is ontstaan?
462431,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Geachte heer, mevrouw,    Mijn zoon heeft onlangs een enquete ingevuld en daarbij ongewild een MasterCard Gold besteld bij de firma Transact  Network Ltd. Hij is 14 jaar. Die kaart hebben we nooit gekregen en de buren ook niet, maar wel een aanmaning van een duits advocatenkantoor. Voor 15 juli had er 121,80 betaald moeten worden en anders dreigen ze met verdere stappen en aanzienlijke bijkomende kosten. Ik wil hier zo snel mogelijk vanaf. Wat moet ik doen?"
462435,Aansprakelijkheidsrecht - (overig),Reactie via formulier op jurofoon.nl,of de stigting waar ik gewoond heb vrandwoordelijk is voor mijn geld zaken die hun ook beheerd hebben krijg nu een rekening van het c.a.k  en moet dat betaalen in een  keer 2500    hun hebben toen fouten gemaakt!
462450,Verbintenissenrecht (algemeen) - Incasso,Reactie via formulier op jurofoon.nl,"Geachte heer/mevrouw    Ik stuur u dit bericht omdat wij momenteel met een probleem betreft betaling van oude facturen zitten, wij hebben van de firma Correct in het veleden boxsprings afgenomen, hier stonden nog enkele facturen van open, dit wisten wij. Het bedrijf Correct is daarop failliet gegaan en hebben een brief van de curator ontvangen, dat evt. vervolg betalingen naar hem moesten gaan. Nu hebben wij reeds een incasso buro achter ons aan zitten die zegt, geld van ons te krijgen omdat zij boxsprings bij ons geleverd hebben onder de firma Tonino, werkend onder de naam correct. Ons is hier niets van bekend,(de factuur en pakbrief zien er hetzelfde uit als voorheen) en wij hebben enkele maanden geleden nog een betaling gedaan naar het bank nr. van de curator (oude bank nr. correct), terwijl dit volgens Tonino naar hun overgemaakt zou moeten zijn.    Nu is het probleem dus zo, dat een deel van de oude facturen betaald is naar de curator en tonino zegt dat zij recht hebben op deze betaling, echter hebben wij nog nooit van de firma tonino gehoord maar altijd zaken gedaan met de firma Correct.    Wat nu te doen, moeten wij betalen of moet de curator het betaalde bedrag aan ons terug betalen? (de totaal som is ong. € 1300,- + €500 kosten)      Gaarne uw reactie,    MVG,    R. Noorlander"
462455,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Inleiding: Vraag over mogelijk huisvredebreuk. Ik Nicole Allemans Hartog (Jurofoon lidnr: 42342) ben de particuliere verhuurder, huurder (inmiddels verhuisd) dreigt met aangifte huisvredebreuk n.a.v. onderhoud. Er spelen 2 onderwerpen.  1. Huisvredebreuk:  Chronologisch (Onderhoudswerkzaamheden)  1. Er moet onderhoud worden gepleegd aan het huis, zowel binnen als buiten. Het betreft hier schilderwerk en reparatie van kozijnen e.d.  2. Op 28-05-2011 is het schildersbedrijf “Oud” in het huis in Vaassen wezen kijken, in aanwezigheid van de huurders, om te inventariseren wat de werkzaamheden zijn.  3. Eind mei is door schildersbedrijf “Oud” een offerte gedaan aan de verhuurders.  4. Verhuurders zijn akkoord gegaan en met huurders is afgesproken dat het geoffreerde werk voor de zomervakantie zou kunnen plaatsvinden.  5. De eerste poging om de werkzaamheden te starten is niet gelukt omdat dit niet uitkwam voor de huurders  6. Samen met Schildersbedrijf “Oud” en de huurders is een nieuwe afspraak gemaakt om op maandag 25-07-2011 te starten. De afspraak hield in dat Schildersbedrijf “Oud” tussen 7 en 8 zich in Vaassen zou melden.  7. Schildersbedrijf “Oud” meldt zich om 7.45 uur dat de huurders niet zijn komen opdagen.  a. Er is geen contact geweest met de huurders.  b. Schildersbedrijf “Oud” constateert dat het huis leeg stond, niemand aanwezig.  8. Er is door Schildersbedrijf “Oud” contact gezocht met verhuurder om te overleggen wat te doen. De werkzaamheden zouden nu niet kunnen starten.  9. Wetende dat de huurders zouden vertrekken is aan Schildersbedrijf “Oud” gemeld dat hij reservesleutles kon ophalen bij de achter buurvrouw.  a. De reden om hier voor te kiezen is meerledig  i. Huurders zijn niet op komen dagen, ondanks het feit dat deze afspraak op het verzoek van de huurders is gemaakt.  ii. Huurders zouden eerder vertrekken  iii. Als de schilder niet aan de gang zou kunnen zou dit extra kosten met zich meebrengen.  10. Schildersbedrijf “Oud” heeft de sleutels opgehaald en is gestart met de werkzaamheden  a. Bij het naar binnen gaan van de woning constateerde Schildersbedrijf “Oud” dat de woning leeg was.  11. De gehele maandag is er niet gebeld door de huurders  a. Er is wel om 09.45 uur een e-mail gestuurd naar de verhuurder om de adresgegevens van Schildersbedrijf “Oud” te geven. Deze e-mail is pas veel later (na werktijd) gelezen door verhuurder.  12. Op maandagavond 25 juli 22:58u is er door de verhuurder gemeld aan de huurders dat de schilder voor een dichte deur stond en dat er een oplossing is gevonden door de sleutles van de achter buurvrouw te regelen.  13. Op dinsdag 26 juli 12:07u Meldt de huurder dat ze het niet op prijs hebben gesteld dat de schilder naar binnen is gegaan, verder wordt gezegd dat ze het huis niet meer hoeven te betreden en dat de schilder wat hun betreft zijn gang mag gaan.  14. Aangezien Schildersbedrijf “Oud” alleen een voordeursleutel is er op woensdag 27 de sleutels van de huurder afgegeven door de huurders aan Schildersbedrijf “Oud”.  Vraag Jurofoon  - In hoeverre zou bovenstaand kunnen leiden tot een gerechtvaardigde aangifte van “huisvredebreuk”?    2. Huuropzegging  Constateringen / feiten  1. De aangetekende brief is betreffende de opzegging van de huur is op 14-07-2011 (datumstempel aanbieding aan geadresseerde) door verhuurders ontvangen (de brief zelf is gedateerd 11-07-2011)  a. Formeel is de laatste maand waarover huur moet worden betaald de maand augustus.  2. De huur voor de maanden juli en augustus zijn niet betaald, zie ook afbeelding onderaan.  3. Huurder heeft de borg aangewend om de huur van de maand juli te dekken  a. Dit is niet van tevoren afgestemd maar meegedeeld.  4. De borg is door de verhuurders niet terug gestort  5. De oplevering waarbij huurder en verhuurder aanwezig zouden zijn is eenzijdig door de huurder afgezegd, er is geen nieuw voorstel gedaan.   a. De sleutels zijn door de verhuurders op 01-08-2011 de brievenbus gegooid.  Vraag Jurofoon  - Naar aanleiding bovenstaand: wat zijn de rechten van de huurders / verhuurders?"
462479,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,"Ik heb een contract gekregen van mijn stagebedrijf waarin vermekd staat dat ik max. 28uur per week inzetbaar ben en minimaal 7,5uur ondabks dat ze aangegeven hebben mij een 0 uren contract aan te bieden verder staat erin dat ik geen recht op vakantiedagen heb en bij ziekte tot een maximum van 12maanden ook niets uitbetaald krijg. In mijn ogen klopt dit niet omdat er een aantal uren vermeld staat in mijn contract"
462483,Sociaal Verzekeringsrecht - (overig),Reactie via formulier op jurofoon.nl,ik heb vanaf maart de zorg over mijn kleinzoon  geboren 15-01-2011 dit is met medeweten van allerlei hulp instanties heb ik recht op kindertoeslag voor hem of blijft dat naar de ouders gaan?
462496,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,"Ik ben op 22 april uit dienst gegaan bij Rotor om een reis naar Australie te maken. tijdens mijn tweede week van afwezigheid kreeg ik telefoon van mijn leidinggevende dat ik bij terugkomst contact moest opnemen bij Dhr. Alting voor een mogelijke functie. Tijdens mijn reis heb ik herhaaldelijk met Dhr. Alting gesproken over een functie en we waren beiden positief. Na terugkomst ben ik een gesprek aangegaan met Dhr. Alting en aan het einde van het gesprek deelde hij me mee dat ik aangenomen was. Na mijn eerste werkdag(10 Juli) kreeg ik te horen dat ik nog twee weken thuis moest blijven aangezien mijn laatste contract nog geen 3 maanden geleden was, en ze me anders een vaste aanstelling moesten geven. ik heb verder geen contact meer gehad met iemand van Rotor. Ik ben hierop op 25 Juli weer begonnen bij Rotor. ik kreeg al na 15 minuten de vraag om even mee te komen voor een gesprek tussen Dhr. Alting, zijn leidinggevende en mijzelf. Hierin werd me medegedeeld dat er een betere kandidaat was gevonden voor de functie en dat er dus voor mij geen plek meer was. Ik heb helaas nog nooit een contract ondertekent maar toch vind ik de gang van zaken erg vreemd. Volgens mij is er wel een mondelinge afspraak geweest. Verder heb ik al het mailcontact tussen mij, mijn leidinggevende en Dhr. Alting bewaart. Kan ik hier verder nog iets mee?"
462531,Huurrecht - Huurzaken particulieren,Reactie via formulier op jurofoon.nl,"Beste medewerker,    Vanaf 1/9/2007 ben ik hoofdhuurder van een appartement in Amsterdam. De verhuur loopt via een makelaar, geen problemen tot dusver. Er is een nieuwe eigenaar die vanwege renovatieplannen het pand terug wil. Liefst wil hij per 1 sept. een leeg huis, 1 okt 2011 is zijn uiterste termijn. Mondeling heb ik besproken met de eigenaar dat mijn broertje en vriend van hem bij mij inwonen (staan niet op contract, huur gaat van mijn rekening af), of hij misschien alternatieve appartementen oid heeft? zijn aanbod staat onder.    Geachte mevrouw,  Hartelijk dank voor jouw reactie. Half september is voor ons te laat om even te gaan zitten om de verhuizing e.d. te bespreken. Ik stel het zeer op prijs om dit in een eerder stadium te doen. Kun jij mij trouwens aangeven voor welke keuze jij gaat? 1)    Jij ontvangt van ons de wettelijke verhuisvergoeding van EUR 5.536, - en levert de woning leeg en ontruimd aan ons op;2)    Jij ontvangt geen wettelijk verhuisvergoeding maar wij bieden één alternatieve woning aan voor jouw broertje met eventueel een huisgenoot. Indien half september te kort dag is voor een verhuizing dan is 1 oktober voor ons ook akkoord, maar dan moeten wij wel z.s.m.weten voor welke optie jij gaat. Ik heb in ieder geval wel ons huisadvocaat de opdracht gegeven om een schrijven jou/jullie kant op sturen. Daarin zal dan ook duidelijk wordenvermeld dat de huidige huursituatie in strijd is met artikel 4 van het huurcontract en dat er dus sprake is van een wanprestatie.  Verneem graag spoedig van jou.    Mijn vraag is of artikel 4 betekent dat hij mij al per 1/10/2011 eruit kan zetten obv dat ik het appt samen met anderen bewoon/ de verhuiskostenvergoeding verlies? Ik wil liever geen escalatie maar wel meer tijd om wat te vinden.    Graag uw advies."
